213 0.631373 0.000000 0.800000 AUTOCAD#194
214 0.725490 0.596078 0.788235 AUTOCAD#195
215 0.619608 0.000000 0.698039 AUTOCAD#196
216 0.580392 0.447059 0.631373 AUTOCAD#197
217 0.611765 0.000000 0.600000 AUTOCAD#198
218 0.509804 0.388235 0.549020 AUTOCAD#199
219 1.000000 0.615686 0.992157 AUTOCAD#211
220 0.917647 0.000000 0.901961 AUTOCAD#212
221 0.890196 0.674510 0.878431 AUTOCAD#213
222 0.835294 0.000000 0.811765 AUTOCAD#214
223 0.788235 0.596078 0.768627 AUTOCAD#215
224 0.760784 0.000000 0.721569 AUTOCAD#216
225 0.631373 0.447059 0.603922 AUTOCAD#217
226 0.619608 0.000000 0.564706 AUTOCAD#218
227 0.549020 0.388235 0.517647 AUTOCAD#219
228 1.000000 0.000000 0.501961 AUTOCAD#230
229 1.000000 0.615686 0.807843 AUTOCAD#231
230 0.917647 0.000000 0.721569 AUTOCAD#232
231 0.890196 0.674510 0.776471 AUTOCAD#233
232 0.835294 0.000000 0.635294 AUTOCAD#234
233 0.788235 0.596078 0.678431 AUTOCAD#235
234 0.760784 0.000000 0.552941 AUTOCAD#236
235 0.631373 0.447059 0.513725 AUTOCAD#237
236 0.619608 0.000000 0.380392 AUTOCAD#238
237 0.549020 0.388235 0.439216 AUTOCAD#239
238 0.400000 0.400000 0.400000 AUTOCAD#250
239 0.521569 0.521569 0.521569 AUTOCAD#251
240 0.639216 0.639216 0.639216 AUTOCAD#252
241 0.760784 0.760784 0.760784 AUTOCAD#253
242 0.858824 0.858824 0.858824 AUTOCAD#254
